order_ref,order_date,customer_id,origin_name,origin_city,origin_country,dest_city,dest_country,units,weight_kg,mode,product_category,order_value,returned
SO-01252,2026-04-27,C-JOH-007,Dubai DC,Dubai,AE,Johannesburg,ZA,6,16.87,sea,chargers,366.62,0
SO-00067,2026-04-28,C-LON-026,Rotterdam DC,Rotterdam,NL,London,GB,4,15.42,road,wearables,828.48,0
SO-00074,2026-04-28,C-LON-018,Rotterdam DC,Rotterdam,NL,London,GB,6,15.65,road,chargers,324.03,0
SO-00873,2026-04-28,C-CHI-007,Memphis DC,Memphis,US,Chicago,US,10,30.44,road,cases,701.53,0
SO-00928,2026-04-28,C-LOS-013,Memphis DC,Memphis,US,Los Angeles,US,9,28.93,road,wearables,537.44,0
SO-00935,2026-04-28,C-LOS-034,Memphis DC,Memphis,US,Los Angeles,US,10,17.6,road,chargers,653.6,0
SO-00175,2026-04-29,C-PAR-017,Rotterdam DC,Rotterdam,NL,Paris,FR,6,15.07,road,chargers,802.72,0
SO-00329,2026-04-29,C-STO-029,Rotterdam DC,Rotterdam,NL,Stockholm,SE,18,36.07,road,chargers,757.82,0
SO-01059,2026-04-29,C-BOG-010,Memphis DC,Memphis,US,Bogota,CO,12,25.72,air,storage,525.12,0
SO-01151,2026-04-29,C-RIY-019,Dubai DC,Dubai,AE,Riyadh,SA,9,19.87,road,chargers,740.39,0
SO-00334,2026-04-30,C-STO-005,Rotterdam DC,Rotterdam,NL,Stockholm,SE,11,25.55,road,storage,600.59,0
SO-00802,2026-04-30,C-NEW-014,Memphis DC,Memphis,US,New York City,US,6,19.65,road,cases,577.09,0
SO-01100,2026-04-30,C-SAN-001,Memphis DC,Memphis,US,Santiago,CL,12,19.94,sea,cases,1072.42,0
SO-00124,2026-05-01,C-BER-032,Rotterdam DC,Rotterdam,NL,Berlin,DE,8,25.94,road,chargers,668.0,0
SO-00620,2026-05-01,C-MUM-006,Shenzhen DC,Shenzhen,CN,Mumbai,IN,2,8.18,sea,chargers,424.4,0
SO-01160,2026-05-01,C-RIY-026,Dubai DC,Dubai,AE,Riyadh,SA,10,22.5,road,cases,635.5,0
SO-01251,2026-05-01,C-JOH-010,Dubai DC,Dubai,AE,Johannesburg,ZA,7,19.81,sea,cables,787.43,0
SO-00144,2026-05-02,C-PAR-019,Rotterdam DC,Rotterdam,NL,Paris,FR,7,23.57,road,cases,743.15,0
SO-00210,2026-05-02,C-MAD-012,Rotterdam DC,Rotterdam,NL,Madrid,ES,13,31.21,road,cables,766.68,0
SO-00171,2026-05-03,C-PAR-016,Rotterdam DC,Rotterdam,NL,Paris,FR,7,17.73,road,cases,736.96,0
SO-00427,2026-05-03,C-SEO-028,Shenzhen DC,Shenzhen,CN,Seoul,KR,6,18.26,sea,wearables,935.2,0
SO-01305,2026-05-03,C-KAR-019,Dubai DC,Dubai,AE,Karachi,PK,4,15.55,sea,chargers,382.31,0
SO-00992,2026-05-04,C-MEX-001,Memphis DC,Memphis,US,Mexico City,MX,6,20.0,road,audio,606.22,0
SO-01032,2026-05-04,C-SAO-034,Memphis DC,Memphis,US,Sao Paulo,BR,22,51.23,sea,cases,361.35,0
SO-01273,2026-05-04,C-JOH-014,Dubai DC,Dubai,AE,Johannesburg,ZA,8,24.76,sea,audio,699.67,0
SO-00424,2026-05-05,C-TOK-026,Shenzhen DC,Shenzhen,CN,Tokyo,JP,7,17.73,sea,wearables,1522.47,0
SO-00558,2026-05-05,C-BAN-005,Shenzhen DC,Shenzhen,CN,Bangkok,TH,8,22.15,sea,storage,607.91,1
SO-00652,2026-05-05,C-MUM-002,Shenzhen DC,Shenzhen,CN,Mumbai,IN,9,12.97,sea,chargers,618.91,0
SO-00680,2026-05-05,C-SYD-022,Rotterdam DC,Rotterdam,NL,Sydney,AU,3,11.55,air,wearables,321.97,0
SO-00683,2026-05-05,C-SYD-001,Rotterdam DC,Rotterdam,NL,Sydney,AU,4,13.84,air,cables,946.16,0
SO-00828,2026-05-05,C-CHI-035,Memphis DC,Memphis,US,Chicago,US,10,22.9,road,cases,789.09,0
SO-01053,2026-05-05,C-SAO-011,Memphis DC,Memphis,US,Sao Paulo,BR,4,13.46,sea,wearables,607.97,0
SO-00262,2026-05-06,C-MIL-028,Rotterdam DC,Rotterdam,NL,Milan,IT,10,27.48,road,audio,710.45,0
SO-00598,2026-05-06,C-MAN-014,Shenzhen DC,Shenzhen,CN,Manila,PH,7,20.45,sea,wearables,498.1,0
SO-00716,2026-05-06,C-NEW-001,Memphis DC,Memphis,US,New York City,US,8,19.3,road,cases,664.06,0
SO-01073,2026-05-06,C-BOG-009,Memphis DC,Memphis,US,Bogota,CO,14,25.71,air,cables,389.63,1
SO-01230,2026-05-06,C-LAG-012,Dubai DC,Dubai,AE,Lagos,NG,13,27.31,air,chargers,127.33,0
SO-00765,2026-05-07,C-NEW-019,Memphis DC,Memphis,US,New York City,US,5,15.81,road,wearables,706.59,0
SO-00809,2026-05-07,C-CHI-011,Memphis DC,Memphis,US,Chicago,US,5,18.26,road,cables,771.5,0
SO-00927,2026-05-07,C-LOS-016,Memphis DC,Memphis,US,Los Angeles,US,8,28.8,road,chargers,604.13,0
SO-00094,2026-05-08,C-BER-013,Rotterdam DC,Rotterdam,NL,Berlin,DE,8,26.71,road,cables,419.97,0
SO-00298,2026-05-08,C-WAR-039,Rotterdam DC,Rotterdam,NL,Warsaw,PL,14,25.73,road,wearables,668.95,0
SO-00365,2026-05-08,C-DUB-031,Rotterdam DC,Rotterdam,NL,Dublin,IE,7,13.51,air,storage,621.76,0
SO-00425,2026-05-08,C-TOK-011,Shenzhen DC,Shenzhen,CN,Tokyo,JP,5,17.21,sea,chargers,902.25,0
SO-00881,2026-05-08,C-LOS-035,Memphis DC,Memphis,US,Los Angeles,US,5,11.97,road,chargers,440.85,0
SO-00942,2026-05-08,C-TOR-031,Memphis DC,Memphis,US,Toronto,CA,6,23.66,road,storage,753.48,0
SO-00943,2026-05-09,C-TOR-002,Memphis DC,Memphis,US,Toronto,CA,8,18.41,road,storage,612.47,0
SO-01104,2026-05-09,C-BUE-019,Memphis DC,Memphis,US,Buenos Aires,AR,12,34.41,sea,wearables,513.29,0
SO-00521,2026-05-10,C-SIN-003,Shenzhen DC,Shenzhen,CN,Singapore,SG,4,16.01,sea,wearables,956.25,0
SO-00779,2026-05-10,C-NEW-032,Memphis DC,Memphis,US,New York City,US,6,19.15,road,audio,1105.61,0
SO-01060,2026-05-10,C-BOG-007,Memphis DC,Memphis,US,Bogota,CO,8,23.57,air,storage,551.7,0
SO-00831,2026-05-11,C-CHI-015,Memphis DC,Memphis,US,Chicago,US,7,22.5,road,audio,847.44,0
SO-00915,2026-05-11,C-LOS-016,Memphis DC,Memphis,US,Los Angeles,US,9,19.26,road,cases,736.18,0
SO-01141,2026-05-11,C-RIY-027,Dubai DC,Dubai,AE,Riyadh,SA,8,26.64,road,audio,660.72,0
SO-00233,2026-05-12,C-MAD-011,Rotterdam DC,Rotterdam,NL,Madrid,ES,4,11.16,road,cases,605.58,0
SO-00540,2026-05-12,C-BAN-014,Shenzhen DC,Shenzhen,CN,Bangkok,TH,8,18.6,sea,storage,676.62,0
SO-01228,2026-05-12,C-LAG-003,Dubai DC,Dubai,AE,Lagos,NG,5,16.68,air,storage,620.89,0
SO-00110,2026-05-13,C-BER-021,Rotterdam DC,Rotterdam,NL,Berlin,DE,10,26.31,road,chargers,875.83,0
SO-00930,2026-05-13,C-LOS-025,Memphis DC,Memphis,US,Los Angeles,US,6,11.06,road,audio,407.39,0
SO-01074,2026-05-13,C-BOG-005,Memphis DC,Memphis,US,Bogota,CO,7,20.11,air,storage,667.75,0
SO-01236,2026-05-13,C-LAG-033,Dubai DC,Dubai,AE,Lagos,NG,12,23.74,air,audio,543.84,1
SO-00168,2026-05-14,C-PAR-023,Rotterdam DC,Rotterdam,NL,Paris,FR,14,29.89,road,storage,804.13,0
SO-00358,2026-05-15,C-DUB-009,Rotterdam DC,Rotterdam,NL,Dublin,IE,4,10.92,air,cables,668.71,0
SO-00972,2026-05-15,C-TOR-012,Memphis DC,Memphis,US,Toronto,CA,4,13.64,road,cases,631.79,0
SO-00433,2026-05-16,C-SEO-015,Shenzhen DC,Shenzhen,CN,Seoul,KR,6,16.08,sea,cases,818.74,0
SO-00754,2026-05-16,C-NEW-011,Memphis DC,Memphis,US,New York City,US,8,27.02,road,wearables,961.75,0
SO-01025,2026-05-16,C-SAO-014,Memphis DC,Memphis,US,Sao Paulo,BR,11,34.85,sea,cases,560.14,0
SO-01234,2026-05-16,C-LAG-031,Dubai DC,Dubai,AE,Lagos,NG,4,10.98,air,cases,167.98,0
SO-00027,2026-05-17,C-LON-029,Rotterdam DC,Rotterdam,NL,London,GB,3,9.32,road,cases,854.54,0
SO-00912,2026-05-17,C-LOS-010,Memphis DC,Memphis,US,Los Angeles,US,6,18.13,road,storage,863.36,0
SO-00554,2026-05-19,C-BAN-020,Shenzhen DC,Shenzhen,CN,Bangkok,TH,13,19.43,sea,chargers,655.65,0
SO-00875,2026-05-19,C-LOS-029,Memphis DC,Memphis,US,Los Angeles,US,11,24.27,road,cases,598.64,0
SO-00916,2026-05-19,C-LOS-031,Memphis DC,Memphis,US,Los Angeles,US,1,1.69,road,cases,181.86,0
SO-01049,2026-05-19,C-SAO-021,Memphis DC,Memphis,US,Sao Paulo,BR,9,19.79,sea,storage,596.66,1
SO-00160,2026-05-20,C-PAR-030,Rotterdam DC,Rotterdam,NL,Paris,FR,3,10.13,road,wearables,461.95,0
SO-00215,2026-05-20,C-MAD-017,Rotterdam DC,Rotterdam,NL,Madrid,ES,19,29.41,road,audio,933.28,0
SO-00402,2026-05-20,C-TOK-002,Shenzhen DC,Shenzhen,CN,Tokyo,JP,16,22.94,sea,cases,1093.64,0
SO-00001,2026-05-21,C-LON-021,Rotterdam DC,Rotterdam,NL,London,GB,4,13.73,road,cases,560.47,0
SO-00154,2026-05-21,C-PAR-015,Rotterdam DC,Rotterdam,NL,Paris,FR,16,30.81,road,cases,683.76,0
SO-01174,2026-05-21,C-CAI-019,Dubai DC,Dubai,AE,Cairo,EG,3,11.89,sea,chargers,237.23,0
SO-00079,2026-05-22,C-BER-018,Rotterdam DC,Rotterdam,NL,Berlin,DE,10,22.27,road,storage,627.05,0
SO-00108,2026-05-22,C-BER-011,Rotterdam DC,Rotterdam,NL,Berlin,DE,10,22.17,road,storage,1002.21,0
SO-00198,2026-05-22,C-PAR-033,Rotterdam DC,Rotterdam,NL,Paris,FR,9,20.36,road,wearables,376.24,0
SO-00203,2026-05-22,C-PAR-006,Rotterdam DC,Rotterdam,NL,Paris,FR,6,24.97,road,wearables,719.42,0
SO-00569,2026-05-22,C-JAK-002,Shenzhen DC,Shenzhen,CN,Jakarta,ID,11,33.15,sea,cases,683.25,0
SO-00990,2026-05-22,C-MEX-038,Memphis DC,Memphis,US,Mexico City,MX,8,23.49,road,chargers,1138.44,0
SO-01101,2026-05-22,C-BUE-010,Memphis DC,Memphis,US,Buenos Aires,AR,17,33.55,sea,audio,672.98,0
SO-00758,2026-05-23,C-NEW-019,Memphis DC,Memphis,US,New York City,US,7,18.62,road,wearables,698.07,0
SO-00083,2026-05-24,C-BER-024,Rotterdam DC,Rotterdam,NL,Berlin,DE,6,15.67,road,storage,798.31,0
SO-00849,2026-05-24,C-CHI-018,Memphis DC,Memphis,US,Chicago,US,13,31.86,road,wearables,518.49,0
SO-00870,2026-05-24,C-CHI-023,Memphis DC,Memphis,US,Chicago,US,20,28.1,road,cases,798.18,1
SO-01116,2026-05-24,C-BUE-025,Memphis DC,Memphis,US,Buenos Aires,AR,2,8.36,sea,chargers,577.54,0
SO-01254,2026-05-24,C-JOH-019,Dubai DC,Dubai,AE,Johannesburg,ZA,15,36.25,sea,storage,338.68,0
SO-01279,2026-05-24,C-KAR-005,Dubai DC,Dubai,AE,Karachi,PK,8,17.68,sea,cases,510.21,0
SO-00009,2026-05-25,C-LON-014,Rotterdam DC,Rotterdam,NL,London,GB,5,20.24,road,wearables,772.36,0
SO-01192,2026-05-25,C-CAI-026,Dubai DC,Dubai,AE,Cairo,EG,5,18.93,sea,audio,674.01,0
SO-00085,2026-05-26,C-BER-001,Rotterdam DC,Rotterdam,NL,Berlin,DE,10,26.24,road,cables,755.65,0
SO-00158,2026-05-26,C-PAR-024,Rotterdam DC,Rotterdam,NL,Paris,FR,3,10.08,road,audio,736.18,0
SO-00259,2026-05-26,C-MIL-010,Rotterdam DC,Rotterdam,NL,Milan,IT,6,9.29,road,cables,840.42,0
SO-00948,2026-05-26,C-TOR-015,Memphis DC,Memphis,US,Toronto,CA,7,20.58,road,cables,902.71,0
SO-00016,2026-05-27,C-LON-037,Rotterdam DC,Rotterdam,NL,London,GB,14,23.45,road,audio,624.92,0
SO-00370,2026-05-27,C-TOK-026,Shenzhen DC,Shenzhen,CN,Tokyo,JP,7,24.0,sea,cases,664.25,1
SO-00518,2026-05-27,C-SIN-015,Shenzhen DC,Shenzhen,CN,Singapore,SG,6,19.39,sea,storage,1070.85,0
SO-00936,2026-05-27,C-LOS-013,Memphis DC,Memphis,US,Los Angeles,US,6,25.08,road,audio,238.51,0
SO-01307,2026-05-27,C-KAR-018,Dubai DC,Dubai,AE,Karachi,PK,10,15.84,sea,cases,705.86,0
SO-00107,2026-05-28,C-BER-012,Rotterdam DC,Rotterdam,NL,Berlin,DE,8,24.94,road,wearables,589.84,0
SO-00584,2026-05-28,C-JAK-005,Shenzhen DC,Shenzhen,CN,Jakarta,ID,6,16.67,sea,audio,823.3,0
SO-00789,2026-05-28,C-NEW-004,Memphis DC,Memphis,US,New York City,US,5,15.12,road,cables,240.67,0
SO-00082,2026-05-29,C-BER-021,Rotterdam DC,Rotterdam,NL,Berlin,DE,12,30.71,road,wearables,510.94,0
SO-00443,2026-05-29,C-SEO-012,Shenzhen DC,Shenzhen,CN,Seoul,KR,4,13.31,sea,chargers,891.38,0
SO-00669,2026-05-29,C-SYD-031,Rotterdam DC,Rotterdam,NL,Sydney,AU,3,6.08,air,audio,756.26,0
SO-01024,2026-05-29,C-SAO-007,Memphis DC,Memphis,US,Sao Paulo,BR,11,31.78,sea,storage,504.78,0
SO-00253,2026-05-30,C-MIL-020,Rotterdam DC,Rotterdam,NL,Milan,IT,6,14.57,road,chargers,746.07,0
SO-00459,2026-05-30,C-SEO-008,Shenzhen DC,Shenzhen,CN,Seoul,KR,13,18.41,sea,chargers,1013.88,0
SO-00550,2026-05-30,C-BAN-012,Shenzhen DC,Shenzhen,CN,Bangkok,TH,6,13.87,sea,wearables,653.39,1
SO-00643,2026-05-30,C-MUM-021,Shenzhen DC,Shenzhen,CN,Mumbai,IN,9,19.69,sea,cases,722.98,0
SO-00792,2026-05-30,C-NEW-038,Memphis DC,Memphis,US,New York City,US,7,19.8,road,chargers,577.82,0
SO-00794,2026-05-30,C-NEW-015,Memphis DC,Memphis,US,New York City,US,5,20.26,road,audio,1355.07,0
SO-00993,2026-05-30,C-MEX-016,Memphis DC,Memphis,US,Mexico City,MX,12,22.37,road,storage,483.79,0
SO-01028,2026-05-30,C-SAO-027,Memphis DC,Memphis,US,Sao Paulo,BR,7,29.36,sea,cables,546.82,0
SO-01064,2026-05-30,C-BOG-006,Memphis DC,Memphis,US,Bogota,CO,5,11.05,air,wearables,352.14,0
SO-00195,2026-05-31,C-PAR-001,Rotterdam DC,Rotterdam,NL,Paris,FR,9,25.21,road,wearables,511.97,0
SO-00729,2026-05-31,C-NEW-017,Memphis DC,Memphis,US,New York City,US,7,20.17,road,wearables,536.25,0
SO-00869,2026-05-31,C-CHI-014,Memphis DC,Memphis,US,Chicago,US,1,0.5,road,audio,487.51,0
SO-01040,2026-05-31,C-SAO-039,Memphis DC,Memphis,US,Sao Paulo,BR,15,42.62,sea,chargers,755.11,0
SO-01284,2026-05-31,C-KAR-009,Dubai DC,Dubai,AE,Karachi,PK,9,18.67,sea,audio,502.79,0
SO-00371,2026-06-01,C-TOK-035,Shenzhen DC,Shenzhen,CN,Tokyo,JP,7,12.63,sea,audio,669.19,0
SO-00591,2026-06-01,C-JAK-005,Shenzhen DC,Shenzhen,CN,Jakarta,ID,22,30.26,sea,cases,1103.38,0
SO-00672,2026-06-01,C-SYD-002,Rotterdam DC,Rotterdam,NL,Sydney,AU,5,7.73,air,wearables,1283.52,0
SO-01110,2026-06-01,C-BUE-020,Memphis DC,Memphis,US,Buenos Aires,AR,8,26.84,sea,wearables,461.29,0
SO-00821,2026-06-02,C-CHI-025,Memphis DC,Memphis,US,Chicago,US,5,9.7,road,chargers,769.41,0
SO-01193,2026-06-02,C-CAI-014,Dubai DC,Dubai,AE,Cairo,EG,10,36.08,sea,wearables,868.49,0
SO-00196,2026-06-03,C-PAR-019,Rotterdam DC,Rotterdam,NL,Paris,FR,2,7.74,road,cases,829.54,0
SO-00281,2026-06-03,C-MIL-025,Rotterdam DC,Rotterdam,NL,Milan,IT,21,30.51,road,storage,975.22,0
SO-00420,2026-06-03,C-TOK-024,Shenzhen DC,Shenzhen,CN,Tokyo,JP,4,11.05,sea,wearables,890.26,0
SO-00902,2026-06-03,C-LOS-030,Memphis DC,Memphis,US,Los Angeles,US,6,17.96,road,audio,959.74,0
SO-00926,2026-06-04,C-LOS-016,Memphis DC,Memphis,US,Los Angeles,US,7,16.29,road,cases,371.2,0
SO-01133,2026-06-04,C-RIY-013,Dubai DC,Dubai,AE,Riyadh,SA,7,18.62,road,audio,641.55,0
SO-00017,2026-06-05,C-LON-028,Rotterdam DC,Rotterdam,NL,London,GB,3,9.79,road,cables,390.62,0
SO-00564,2026-06-05,C-JAK-014,Shenzhen DC,Shenzhen,CN,Jakarta,ID,3,13.01,sea,wearables,515.31,0
SO-01128,2026-06-05,C-RIY-021,Dubai DC,Dubai,AE,Riyadh,SA,4,8.49,road,wearables,479.38,0
SO-00470,2026-06-06,C-SEO-001,Shenzhen DC,Shenzhen,CN,Seoul,KR,5,12.13,sea,chargers,1235.66,0
SO-00760,2026-06-06,C-NEW-032,Memphis DC,Memphis,US,New York City,US,3,11.49,road,wearables,291.13,0
SO-00903,2026-06-06,C-LOS-012,Memphis DC,Memphis,US,Los Angeles,US,9,20.24,road,cases,673.47,0
SO-00939,2026-06-06,C-LOS-019,Memphis DC,Memphis,US,Los Angeles,US,12,21.3,road,storage,885.05,0
SO-01140,2026-06-06,C-RIY-010,Dubai DC,Dubai,AE,Riyadh,SA,8,26.93,road,storage,873.79,0
SO-00294,2026-06-07,C-WAR-028,Rotterdam DC,Rotterdam,NL,Warsaw,PL,8,28.96,road,cases,568.57,0
SO-00695,2026-06-07,C-SYD-012,Rotterdam DC,Rotterdam,NL,Sydney,AU,3,8.01,air,audio,371.57,0
SO-00963,2026-06-07,C-TOR-022,Memphis DC,Memphis,US,Toronto,CA,5,17.78,road,cables,803.46,0
SO-01143,2026-06-07,C-RIY-021,Dubai DC,Dubai,AE,Riyadh,SA,7,13.57,road,wearables,639.55,0
SO-01300,2026-06-07,C-KAR-002,Dubai DC,Dubai,AE,Karachi,PK,4,15.77,sea,chargers,626.5,0
SO-00261,2026-06-08,C-MIL-038,Rotterdam DC,Rotterdam,NL,Milan,IT,9,23.25,road,audio,603.01,0
SO-00631,2026-06-08,C-MUM-030,Shenzhen DC,Shenzhen,CN,Mumbai,IN,10,33.82,sea,cables,864.69,0
SO-00720,2026-06-08,C-NEW-007,Memphis DC,Memphis,US,New York City,US,9,25.78,road,cables,951.04,0
SO-01266,2026-06-08,C-JOH-021,Dubai DC,Dubai,AE,Johannesburg,ZA,8,18.7,sea,audio,848.19,0
SO-00050,2026-06-09,C-LON-032,Rotterdam DC,Rotterdam,NL,London,GB,8,28.38,road,cases,303.53,0
SO-00307,2026-06-09,C-WAR-007,Rotterdam DC,Rotterdam,NL,Warsaw,PL,11,28.36,road,audio,995.08,0
SO-00566,2026-06-09,C-JAK-038,Shenzhen DC,Shenzhen,CN,Jakarta,ID,3,11.1,sea,chargers,497.6,0
SO-00874,2026-06-09,C-CHI-025,Memphis DC,Memphis,US,Chicago,US,8,20.33,road,storage,1020.58,0
SO-00892,2026-06-09,C-LOS-039,Memphis DC,Memphis,US,Los Angeles,US,4,14.36,road,cables,314.55,0
SO-00442,2026-06-10,C-SEO-021,Shenzhen DC,Shenzhen,CN,Seoul,KR,5,11.46,sea,cables,887.41,0
SO-01000,2026-06-10,C-MEX-003,Memphis DC,Memphis,US,Mexico City,MX,8,26.75,road,audio,809.4,0
SO-00139,2026-06-11,C-PAR-029,Rotterdam DC,Rotterdam,NL,Paris,FR,8,20.11,road,storage,707.62,0
SO-00600,2026-06-11,C-MAN-013,Shenzhen DC,Shenzhen,CN,Manila,PH,4,12.06,sea,wearables,323.04,0
SO-00768,2026-06-11,C-NEW-027,Memphis DC,Memphis,US,New York City,US,11,32.69,road,chargers,557.91,0
SO-00876,2026-06-11,C-LOS-022,Memphis DC,Memphis,US,Los Angeles,US,6,16.48,road,chargers,296.44,0
SO-01019,2026-06-11,C-MEX-023,Memphis DC,Memphis,US,Mexico City,MX,8,21.91,road,audio,869.15,0
SO-00011,2026-06-12,C-LON-038,Rotterdam DC,Rotterdam,NL,London,GB,5,16.83,road,cases,667.56,0
SO-00033,2026-06-13,C-LON-012,Rotterdam DC,Rotterdam,NL,London,GB,6,14.04,road,chargers,745.32,0
SO-00707,2026-06-13,C-AUC-018,Rotterdam DC,Rotterdam,NL,Auckland,NZ,1,5.67,air,chargers,879.49,0
SO-00755,2026-06-13,C-NEW-036,Memphis DC,Memphis,US,New York City,US,15,23.44,road,cases,749.37,0
SO-00318,2026-06-14,C-WAR-006,Rotterdam DC,Rotterdam,NL,Warsaw,PL,12,28.3,road,audio,598.08,0
SO-00401,2026-06-14,C-TOK-035,Shenzhen DC,Shenzhen,CN,Tokyo,JP,8,15.44,sea,wearables,897.07,0
SO-00414,2026-06-14,C-TOK-011,Shenzhen DC,Shenzhen,CN,Tokyo,JP,10,22.18,sea,storage,843.68,0
SO-00555,2026-06-14,C-BAN-038,Shenzhen DC,Shenzhen,CN,Bangkok,TH,3,10.66,sea,cables,624.87,0
SO-00724,2026-06-14,C-NEW-039,Memphis DC,Memphis,US,New York City,US,5,11.53,road,wearables,710.07,0
SO-00986,2026-06-14,C-MEX-014,Memphis DC,Memphis,US,Mexico City,MX,5,7.79,road,storage,852.15,0
SO-00103,2026-06-15,C-BER-020,Rotterdam DC,Rotterdam,NL,Berlin,DE,15,27.97,road,cases,386.42,0
SO-00319,2026-06-15,C-WAR-007,Rotterdam DC,Rotterdam,NL,Warsaw,PL,8,17.55,road,cases,1016.4,0
SO-00386,2026-06-15,C-TOK-031,Shenzhen DC,Shenzhen,CN,Tokyo,JP,10,16.46,sea,storage,826.32,0
SO-00527,2026-06-15,C-BAN-005,Shenzhen DC,Shenzhen,CN,Bangkok,TH,12,26.12,sea,audio,475.91,0
SO-01155,2026-06-15,C-RIY-001,Dubai DC,Dubai,AE,Riyadh,SA,3,11.3,road,wearables,676.62,0
SO-01210,2026-06-15,C-NAI-032,Dubai DC,Dubai,AE,Nairobi,KE,3,13.24,air,cables,531.2,0
SO-01256,2026-06-15,C-JOH-026,Dubai DC,Dubai,AE,Johannesburg,ZA,11,31.53,sea,audio,431.39,0
SO-00052,2026-06-17,C-LON-027,Rotterdam DC,Rotterdam,NL,London,GB,10,28.65,road,storage,911.92,0
SO-00266,2026-06-17,C-MIL-012,Rotterdam DC,Rotterdam,NL,Milan,IT,5,15.13,road,wearables,622.17,0
SO-00366,2026-06-17,C-DUB-038,Rotterdam DC,Rotterdam,NL,Dublin,IE,3,11.22,air,wearables,514.02,0
SO-00594,2026-06-17,C-MAN-025,Shenzhen DC,Shenzhen,CN,Manila,PH,3,12.16,sea,wearables,261.93,0
SO-00891,2026-06-17,C-LOS-007,Memphis DC,Memphis,US,Los Angeles,US,8,20.21,road,storage,828.92,0
SO-01186,2026-06-17,C-CAI-016,Dubai DC,Dubai,AE,Cairo,EG,14,21.84,sea,audio,606.02,0
SO-00041,2026-06-18,C-LON-023,Rotterdam DC,Rotterdam,NL,London,GB,2,7.89,road,cases,603.21,0
SO-00924,2026-06-18,C-LOS-029,Memphis DC,Memphis,US,Los Angeles,US,6,21.14,road,cases,739.6,0
SO-00440,2026-06-19,C-SEO-012,Shenzhen DC,Shenzhen,CN,Seoul,KR,9,21.15,sea,audio,466.84,0
SO-00842,2026-06-19,C-CHI-031,Memphis DC,Memphis,US,Chicago,US,8,16.18,road,storage,720.45,0
SO-00164,2026-06-20,C-PAR-006,Rotterdam DC,Rotterdam,NL,Paris,FR,20,27.84,road,audio,537.12,0
SO-00580,2026-06-20,C-JAK-010,Shenzhen DC,Shenzhen,CN,Jakarta,ID,7,21.48,sea,wearables,800.08,0
SO-00920,2026-06-20,C-LOS-019,Memphis DC,Memphis,US,Los Angeles,US,12,32.38,road,wearables,582.1,0
SO-01280,2026-06-20,C-KAR-006,Dubai DC,Dubai,AE,Karachi,PK,8,23.02,sea,audio,711.91,0
SO-00453,2026-06-21,C-SEO-031,Shenzhen DC,Shenzhen,CN,Seoul,KR,3,10.42,sea,storage,455.18,0
SO-00824,2026-06-21,C-CHI-034,Memphis DC,Memphis,US,Chicago,US,4,10.35,road,cables,659.58,1
SO-01197,2026-06-21,C-CAI-006,Dubai DC,Dubai,AE,Cairo,EG,3,9.63,sea,storage,643.28,0
SO-01246,2026-06-21,C-LAG-010,Dubai DC,Dubai,AE,Lagos,NG,8,18.58,air,cables,452.97,0
SO-00214,2026-06-22,C-MAD-030,Rotterdam DC,Rotterdam,NL,Madrid,ES,12,32.86,road,audio,475.65,0
SO-00898,2026-06-22,C-LOS-038,Memphis DC,Memphis,US,Los Angeles,US,10,20.22,road,cables,852.23,0
SO-01026,2026-06-22,C-SAO-022,Memphis DC,Memphis,US,Sao Paulo,BR,12,18.25,sea,chargers,547.34,0
SO-00043,2026-06-23,C-LON-001,Rotterdam DC,Rotterdam,NL,London,GB,7,17.22,road,chargers,727.11,0
SO-00199,2026-06-23,C-PAR-039,Rotterdam DC,Rotterdam,NL,Paris,FR,4,11.72,road,cases,606.66,0
SO-00324,2026-06-23,C-STO-001,Rotterdam DC,Rotterdam,NL,Stockholm,SE,10,19.21,road,wearables,508.49,0
SO-00423,2026-06-23,C-TOK-038,Shenzhen DC,Shenzhen,CN,Tokyo,JP,8,20.45,sea,wearables,939.22,0
SO-00949,2026-06-23,C-TOR-026,Memphis DC,Memphis,US,Toronto,CA,15,24.5,road,audio,320.11,1
SO-01057,2026-06-23,C-BOG-016,Memphis DC,Memphis,US,Bogota,CO,6,14.49,air,audio,512.33,0
SO-00361,2026-06-24,C-DUB-028,Rotterdam DC,Rotterdam,NL,Dublin,IE,2,9.17,air,cables,228.15,0
SO-01154,2026-06-24,C-RIY-026,Dubai DC,Dubai,AE,Riyadh,SA,8,20.99,road,wearables,812.13,0
SO-00696,2026-06-25,C-SYD-023,Rotterdam DC,Rotterdam,NL,Sydney,AU,5,18.51,air,storage,842.62,0
SO-00230,2026-06-26,C-MAD-020,Rotterdam DC,Rotterdam,NL,Madrid,ES,6,20.66,road,wearables,511.31,0
SO-00444,2026-06-27,C-SEO-030,Shenzhen DC,Shenzhen,CN,Seoul,KR,3,11.84,sea,audio,918.57,1
SO-01017,2026-06-27,C-MEX-011,Memphis DC,Memphis,US,Mexico City,MX,11,29.87,road,storage,559.92,0
SO-00465,2026-06-28,C-SEO-015,Shenzhen DC,Shenzhen,CN,Seoul,KR,12,18.28,sea,chargers,556.8,0
SO-00544,2026-06-28,C-BAN-011,Shenzhen DC,Shenzhen,CN,Bangkok,TH,5,11.42,sea,cables,698.62,0
